result_name,IoU,Dice,Acc,Recall
result_0.png,0.85828978099342,0.9177920656772717,0.99611328125,0.9147821810974155
result_1.png,0.8626040655923547,0.9208073289280371,0.994765625,0.9050988621623612
result_2.png,0.9259735866986004,0.9601181181488,0.997822265625,0.9555252363822113
result_3.png,0.8235845087861148,0.8936531614347769,0.993583984375,0.8591773501559543
result_4.png,0.8735189340017622,0.9278127272588588,0.99728515625,0.9130919107164899
result_5.png,0.8846561574634784,0.9350316786703741,0.99677734375,0.9035065996667044
result_6.png,0.8290436627300544,0.8972871482595706,0.99654296875,0.8799631271124866
result_7.png,0.8759598351869826,0.9293556614524301,0.99791015625,0.892642067806493
result_8.png,0.909440541716342,0.9503346634154919,0.99763671875,0.9695395196489833
result_9.png,0.6462287654576662,0.728907002642509,0.992392578125,0.6547437953739504
result_10.png,0.872786772484657,0.9277063791821454,0.992470703125,0.9283907947198985
result_11.png,0.7616337919096927,0.8441396524811633,0.99654296875,0.8191567628316037
result_12.png,0.8754694595442651,0.9289506824619993,0.99904296875,0.9089341032263698
result_13.png,0.911830363751053,0.9517511828098586,0.998046875,0.9644914937644271
result_14.png,0.8004558651409168,0.8754311884605575,0.999462890625,0.8216614256134656
result_15.png,0.8768593680475647,0.9301089179082731,0.99564453125,0.9014335940982721
result_16.png,0.8514120390220976,0.9136370829384932,0.99044921875,0.8714295605342334
result_17.png,0.8682039617591264,0.9255548845158339,0.98181640625,0.9099332242913106
result_18.png,0.781940147133189,0.8620492329492909,0.990556640625,0.8463443422200476
result_19.png,0.8809937119824267,0.9328246248421034,0.99490234375,0.9074902372782441
result_20.png,0.8423003827972206,0.9066815465856837,0.997119140625,0.8821924300887956
result_21.png,0.7800131855936264,0.860890220899747,0.987998046875,0.8081772983326327
result_22.png,0.80510787433782,0.8795716744069682,0.9955078125,0.8599923626549637
result_23.png,0.8737575193672289,0.9284392415656808,0.9911328125,0.9121919261606433
result_24.png,0.8846870573650598,0.9355603730372828,0.9893359375,0.9180623349200687
result_25.png,0.8614420948355304,0.9216358881967537,0.975693359375,0.8939827425455724
result_26.png,0.7362001231138042,0.8228421816596585,0.990400390625,0.7712392204697606
result_27.png,0.9089668982191007,0.9500662895871528,0.9973046875,0.9584610469955681
result_28.png,0.8358159173140645,0.9019829327200264,0.998134765625,0.9090532004758007
result_29.png,0.7174364710220429,0.8166568235397149,0.93810546875,0.7637578630479521
result_30.png,0.8760512988316114,0.9297668346591452,0.99322265625,0.9141835122980531
result_31.png,0.8637658787467948,0.9213275944075213,0.997783203125,0.9322605859145741
result_32.png,0.8662872140078445,0.9231652983899307,0.99587890625,0.896271594456407
result_33.png,0.6859034734125142,0.7971130036436811,0.89541015625,0.7507662856513266
result_34.png,0.8107576918082771,0.8852008627684338,0.9851171875,0.8370590659495376
result_35.png,0.8924311637895972,0.9400387768927672,0.995185546875,0.9103708629766114
result_36.png,0.8593346618691524,0.9189677990294794,0.99072265625,0.9363892420216429
result_37.png,0.8531342666637921,0.9141606704357317,0.99748046875,0.867950057626109
result_38.png,0.5038113938352795,0.5109932353223633,0.995302734375,0.5061601642710473
result_39.png,0.5670671433530542,0.61978878548518,0.997109375,0.5691029498219041
result_40.png,0.6105143349832327,0.6885483879825142,0.981669921875,0.6859758426586904
